StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 19:49:10,2023-07-13 19:52:48,0,24.106.237.38,100,218,1,2023-07-13 19:52:49,R_1IdadKwYDvsAUJ2,,,,,39.9881,-83.0479,anonymous,EN,0.8999999761581421,1,646678b318a5b18f7d815a52,,,,,5,2|3|5|4|1,7,2,2|1,3.052,19.191,19.769,14,4,4|7|2|3|5|1|6,1,2|5|4|1|3,4.307,8.569,11.869,5,2,1,3|4|1|2|5,6.401,17.332,17.868,5,23,21|19|18|17|22|20|23,1,5|1|3|2|4,3,5|2|1|3|4,1,3|1|2|5|4,3,5|1|4|2|3,1,5|4|3|2|1,4.92,1.61,1.85,2.68,2|5|1|3,1,2|1|6|4|3|5,1973,5,2,3|5|4|2|1,1,3|4|2|1,1,2|6|1|4|5|7|3,5,None,No_video,Bing_default,
2023-07-13 19:47:11,2023-07-13 19:53:03,0,47.148.204.129,100,351,1,2023-07-13 19:53:04,R_2QYeqMYgw43GVhE,,,,,34.0264,-117.936,anonymous,EN,1,1,59c3289b8e6ea10001f7b926,,,,,5,4|3|2|5|1,7,2,2|1,8.402,11.358,12.405,2,4,1|2|4|5|3|6|7,1,3|1|4|2|5,144.754,149.854,150.9,3,2,1,1|4|3|2|5,3.063,9.711,10.826,4,23,20|21|17|19|22|23|18,1,1|2|5|4|3,3,2|4|1|5|3,1,1|4|2|5|3,3,2|1|5|4|3,1,2|3|4|5|1,4.63,2.7,3.37,2.7,1|2|3|5,"1,3,5",2|4|1|3|6|5,1986,3,4,4|3|5|2|1,2,2|3|1|4,4,7|6|4|2|1|3|5,5,,Video,Google_default,google_default
2023-07-13 19:46:52,2023-07-13 19:53:07,0,73.69.59.54,100,374,1,2023-07-13 19:53:07,R_W8nfxYk9TKkF0Jz,,,,,42.1293,-72.7522,anonymous,EN,1,1,55a55bd7fdf99b790558627c,,,,,5,2|3|5|4|1,7,2,2|1,2.875,14.667,16.206,3,4,4|5|7|6|1|3|2,2,2|1|4|5|3,2.978,94.202,95.238,3,2,2,4|3|1|5|2,2.597,70.262,71.056,3,17,21|22|17|23|18|19|20,2,1|2|4|5|3,3,4|3|2|1|5,2,4|1|5|2|3,3,5|2|3|1|4,2,2|3|4|1|5,5,4.63,3.4,4.47,2|3|1|5,"1,3",3|1|4|5|2|6,1979,5,5,1|4|2|5|3,2,2|1|3|4,1,7|3|5|2|1|6|4,5,,No_video,Bing_default,
2023-07-13 19:46:06,2023-07-13 19:53:25,0,69.119.116.28,100,438,1,2023-07-13 19:53:25,R_1ig12JkyQ7zTUjS,,,,,41.0326,-73.7621,anonymous,EN,1,1,5fd9ad6dab00c64c8a45c9fc,,,,,5,2|4|3|1|5,7,2,1|2,29.253,31.932,33.819,2,4,5|2|1|6|4|3|7,2,3|2|1|5|4,4.431,27.615,29.711,3,2,2,1|3|2|4|5,7.836,26.692,27.465,3,23,19|17|18|23|20|21|22,1,2|3|4|1|5,3,1|2|4|5|3,1,3|1|4|2|5,3,1|3|5|4|2,1,4|5|1|2|3,3.77,3.6,3.47,3.77,1|5|3|2,"1,2,3,5",4|3|5|1|6|2,1964,4,5,5|1|3|2|4,2,2|3|4|1,1,7|3|6|5|2|1|4,5,NA,Video,Bing_default,
2023-07-13 19:48:16,2023-07-13 19:53:35,0,107.193.228.138,100,319,1,2023-07-13 19:53:35,R_DdDgSfwFoSwFyal,,,,,33.9388,-117.416,anonymous,EN,1,1,63e857fe022e159687d56f41,,,,,5,2|5|3|4|1,7,2,1|2,14.626,16.588,17.445,2,4,4|1|2|3|7|6|5,1,2|3|5|1|4,2.506,16.386,17.313,5,2,1,1|5|3|4|2,1.842,14.749,15.715,4,23,22|20|21|23|17|18|19,1,1|3|2|5|4,3,2|1|4|3|5,1,4|3|5|2|1,3,1|4|3|2|5,1,4|1|2|5|3,5,4,0,3,1|3|5|2,"1,3,6",6|1|4|2|5|3,1993,5,5,3|5|4|2|1,1,2|1|4|3,7,6|4|1|7|5|3|2,5,I am comfortable with Chrome and probably would have switched if another was assigned.,No_video,Google_default,google_default
2023-07-13 19:46:11,2023-07-13 19:53:41,0,108.92.163.193,100,449,1,2023-07-13 19:53:42,R_1C2g63txhnHc3Ih,,,,,34.0344,-84.6002,anonymous,EN,0.8999999761581421,1,63af62a1d6cc4166b7a6e646,,,,,5,2|1|4|5|3,7,2,2|1,12.808,58.105,59.671,6,4,2|1|7|3|4|5|6,1,5|2|4|1|3,8.708,38.979,40.75,5,2,1,5|4|2|1|3,5.015,34.608,36.526,4,23,22|18|20|19|17|21|23,1,3|2|1|5|4,3,1|5|2|3|4,1,3|1|5|2|4,3,1|4|2|3|5,1,2|1|4|5|3,5,4,4,5,3|5|2|1,"1,3",5|2|1|3|4|6,1956,3,4,1|2|4|5|3,2,4|2|1|3,1,2|1|6|3|5|4|7,5,none,No_video,Google_default,google_default
2023-07-13 19:46:21,2023-07-13 19:53:44,0,73.49.186.34,100,443,1,2023-07-13 19:53:45,R_9st26azHroLbIgp,,,,,25.7634,-80.1886,anonymous,EN,1,1,60d3990d793d0ee075314af2,,,,,5,5|3|2|4|1,7,2,1|2,3.744,13.477,15.071,5,4,5|7|6|3|1|4|2,1,2|4|1|5|3,5.361,16.795,18.17,5,2,1,3|4|2|5|1,1.318,15.704,17.512,5,23,18|21|17|23|22|19|20,1,1|2|3|4|5,3,3|2|4|1|5,1,2|5|1|3|4,3,5|4|3|2|1,1,2|1|3|5|4,4.97,4.83,3.9,3.9,5|3|2|1,1,5|2|1|4|3|6,1995,4,5,3|4|5|1|2,2,2|3|1|4,2,5|3|2|6|4|1|7,5,no,Video,Bing_default,
2023-07-13 19:43:36,2023-07-13 19:53:49,0,98.24.106.38,100,613,1,2023-07-13 19:53:49,R_12EKl2z1hd4ZnQu,,,,,35.2416,-81.2181,anonymous,EN,1,1,55d8389069dbc30005b67b57,,,,,5,4|1|3|2|5,7,2,1|2,17.129,25.938,27.302,3,4,7|2|6|1|4|3|5,1,5|3|4|1|2,10.483,56.349,57.247,4,1,1,2|5|4|1|3,4.707,32.112,33.706,3,17,21|19|22|18|20|23|17,1,1|2|4|3|5,3,2|3|5|1|4,1,1|3|4|5|2,3,4|2|5|3|1,1,5|2|3|1|4,5,4.57,2.47,3.5,2|3|5|1,"1,3",3|4|6|5|1|2,1973,4,4,2|3|1|5|4,2,1|4|2|3,2,6|3|4|2|7|5|1,5,,Video,Bing_default,
2023-07-13 19:46:30,2023-07-13 19:54:11,0,68.197.50.41,100,460,1,2023-07-13 19:54:11,R_2pYLlmjCNWV2bUR,,,,,40.8646,-73.8981,anonymous,EN,0.8999999761581421,1,63e52f8ab3688f45f842114c,,,,,5,3|2|4|1|5,7,2,2|1,11.737,23.122,24.586,4,4,5|6|1|4|3|7|2,1,1|2|3|4|5,41.72,43.928,45.139,2,2,1,4|3|2|5|1,4.666,21.789,22.924,4,23,18|20|19|22|21|23|17,1,3|1|2|4|5,3,1|5|3|4|2,1,1|5|4|2|3,3,2|4|1|5|3,1,5|2|1|4|3,4.6,4.33,4.2,4.13,1|2|3|5,"1,3,6",6|3|2|4|5|1,1989,2,3,4|2|5|3|1,1,4|2|3|1,7,4|1|3|5|2|7|6,5,"No matter what, I would have most likely still chosen google. Once the instructions said i could choose another search engine, if Google was not the default, I would have chosen it.",Video,Google_default,google_default
2023-07-13 19:40:02,2023-07-13 19:54:12,0,98.216.245.136,100,849,1,2023-07-13 19:54:12,R_sthc9D7c9qFYsGR,,,,,43.0714,-71.7038,anonymous,EN,1,1,5bb94dea3ea7ed00017cb109,,,,,5,4|2|3|5|1,7,2,1|2,9.5,24.923,48.745,3,4,6|5|1|4|7|3|2,2,2|3|1|5|4,4.282,46.995,48.946,4,2,2,5|2|4|3|1,2.589,48.922,59.917,3,17,18|17|21|23|20|19|22,2,4|2|1|3|5,3,4|3|1|5|2,2,4|1|5|2|3,3,5|2|1|4|3,2,3|4|2|5|1,4.5,3.0,3,1.53,3|5|2|1,"1,3",6|1|2|3|4|5,2000,2,4,4|3|2|5|1,3,3|2|1|4,2,3|1|5|2|4|7|6,5,"I definitely stuck to the search engine given to me simply because it was more conveinent, even though I prefer a different search engine.",Video,Bing_default,
2023-07-13 19:46:18,2023-07-13 19:54:19,0,73.143.196.250,100,480,1,2023-07-13 19:54:19,R_2A1iUiTDEoioiU3,,,,,41.698,-70.0602,anonymous,EN,1,1,640d43c9451ce148162a7643,,,,,5,4|2|3|1|5,7,2,1|2,26.241,28.989,30.166,2,4,1|7|4|6|2|3|5,2,3|5|1|4|2,33.573,36.562,37.679,2,2,2,2|4|3|5|1,54.661,57.497,58.759,3,17,21|18|20|22|19|17|23,2,2|1|4|3|5,3,2|1|5|3|4,2,5|3|1|4|2,3,3|2|1|4|5,2,5|1|4|3|2,4.71,4.45,3.68,3.78,2|3|1|5,"1,3",5|1|2|6|3|4,1975,2,2,2|5|1|3|4,1,3|1|2|4,1,6|5|3|7|1|2|4,5,I try to use Google or something that is compatible with it's extensions . Good Luck,Video,Bing_default,
2023-07-13 19:47:24,2023-07-13 19:54:20,0,68.191.107.199,100,415,1,2023-07-13 19:54:21,R_25YhFXMcmrC95UG,,,,,34.5891,-86.9909,anonymous,EN,1,1,5f17821d53d8590009cfc951,,,,,5,3|1|2|4|5,7,2,1|2,28.419,32.22,34.456,4,4,7|5|1|3|6|2|4,2,4|3|5|1|2,8.687,131.907,134.288,8,2,1,1|4|5|2|3,33.275,35.951,36.783,4,23,23|22|21|17|18|19|20,2,1|5|4|3|2,3,4|2|1|5|3,2,4|2|5|1|3,3,4|2|5|1|3,2,5|2|1|4|3,5,3.32,2.98,1.74,3|5|2|1,"1,2,3",6|2|1|3|4|5,1987,5,5,5|2|3|1|4,1,2|3|4|1,1,6|4|3|1|5|2|7,5,No,No_video,Bing_default,
2023-07-13 19:40:27,2023-07-13 19:54:55,0,67.183.222.9,100,867,1,2023-07-13 19:54:55,R_3aZHf46PrncOcw1,,,,,47.5834,-122.2979,anonymous,EN,0.8999999761581421,1,56c8915edfea6c000cb29c98,,,,,5,5|1|2|3|4,7,2,1|2,18.248,25.879,27.286,4,4,2|4|1|6|5|3|7,1,1|4|3|2|5,6.47,71.099,71.885,8,1,1,2|1|3|4|5,199.914,235.671,236.802,6,17,17|18|21|20|22|19|23,1,5|3|4|1|2,3,4|3|1|5|2,1,2|3|4|1|5,3,2|1|4|3|5,1,2|3|5|4|1,2.44,1.64,3.94,0.68,3|5|2|1,"1,2",6|1|5|4|3|2,1980,4,5,3|1|5|4|2,2,4|1|2|3,4,6|3|4|5|7|2|1,5,"I normally favor DuckDuckGo, as I do value my privacy, but for this experiment, I just went along with the search page that opened from your link. Few weeks ago, I was searching for the brand names from a list of ingredients of dry cat food. I first relied on DuckDuckGo but came to a dead end with a few of the dry cat food. So I tested out Google and found more unrelated search results, even of dog food when my search terms specifically narrowed the search of interest to ""cat food,"" so I went back to downgrading Google's efficacy despite my impression that Google does yield far more expansive search results than DuckDuckGo but also too many sponsored ads, as well. ",No_video,Google_default,google_default
2023-07-13 19:37:40,2023-07-13 19:54:57,0,24.154.208.100,100,1037,1,2023-07-13 19:54:58,R_3QSsTy3OycJW2qS,,,,,40.6124,-80.064,anonymous,EN,0.8999999761581421,1,6449b6ac80df4eb6727b570c,,,,,5,5|2|4|3|1,7,2,2|1,26.094,32.995,35.873,4,4,1|2|4|7|5|3|6,2,1|4|3|2|5,5.021,103.752,104.609,8,1,2,2|4|3|1|5,3.725,213.033,215.852,8,17,23|20|21|17|22|19|18,2,3|2|5|1|4,3,3|5|4|1|2,2,1|2|5|4|3,3,3|5|2|1|4,2,2|5|3|1|4,4.5,4.5,4,3,2|3|1|5,"1,3,5",3|5|2|1|6|4,1975,4,4,3|2|5|4|1,1,4|2|3|1,1,5|1|2|3|7|6|4,5,No comments.,Video,Bing_default,
2023-07-13 19:45:55,2023-07-13 19:55:03,0,104.7.126.70,100,548,1,2023-07-13 19:55:04,R_ukb409jkSwm9VkJ,,,,,39.8304,-89.6498,anonymous,EN,1,1,5ef1a79464e5837c95df3de8,,,,,5,2|3|4|5|1,7,2,2|1,11.961,32.138,34.43,4,4,3|1|6|2|4|5|7,1,4|1|3|2|5,4.524,56.93,60.88,4,2,1,5|2|3|1|4,3.471,34.926,37.783,4,23,22|17|19|21|20|18|23,1,2|1|3|5|4,3,3|1|4|2|5,1,1|5|2|3|4,3,4|3|5|2|1,1,5|3|1|2|4,3.95,3.88,3.85,3.85,2|1|5|3,1,3|2|1|6|4|5,1969,3,4,2|4|5|3|1,2,2|3|1|4,3,5|4|2|7|3|1|6,5,"I tend to use Google because it's handy and always right there. But I truly miss the search engines of old that would give me so many unfiltered results that I could choose from what I wanted. ",No_video,Google_default,google_default
2023-07-13 19:40:42,2023-07-13 19:55:14,0,67.254.142.233,100,871,1,2023-07-13 19:55:14,R_30k4Toc62rt0hrm,,,,,40.7123,-74.0068,anonymous,EN,1,1,63c4a90d09909e33d5e82f21,,,,,5,2|3|5|4|1,7,2,2|1,10.635,51.652,56.488,6,4,2|6|3|4|5|7|1,2,5|1|3|2|4,7.796,170.78,171.567,7,1,2,3|4|2|1|5,13.365,58.579,59.301,9,17,17|18|22|21|23|20|19,2,4|1|5|2|3,3,4|2|3|5|1,2,3|4|1|2|5,3,3|1|5|2|4,2,5|3|1|2|4,5,5,3.61,4.52,1|3|2|5,"1,3,5",6|5|3|4|2|1,1973,4,4,3|2|5|1|4,2,2|4|3|1,1,5|7|3|1|2|6|4,5,,No_video,Bing_default,
2023-07-13 19:48:44,2023-07-13 19:55:17,0,71.183.151.223,100,393,1,2023-07-13 19:55:18,R_2ymcugQ937lwCQt,,,,,41.0566,-73.8128,anonymous,EN,1,1,63e2edc0b1d33c48c3246626,,,,,5,2|1|3|5|4,7,2,1|2,32.111,34.999,36.902,2,4,3|7|1|4|2|6|5,1,1|4|5|2|3,4.832,9.977,12.11,2,2,5,4|5|3|2|1,11.277,32.661,34.198,3,23,19|22|23|20|17|18|21,1,2|3|1|4|5,3,5|3|4|2|1,1,4|5|1|2|3,3,3|2|4|5|1,1,4|1|5|3|2,5,3,3,2,1|2|3|5,"1,5",6|1|4|3|2|5,1958,3,4,2|4|3|1|5,1,2|1|4|3,1,1|2|4|6|3|5|7,5,I use what has worked for me for 30 years,No_video,Google_default,google_default
2023-07-13 19:46:23,2023-07-13 19:55:40,0,69.216.125.94,100,557,1,2023-07-13 19:55:40,R_PB8wsChs5WXOcOl,,,,,41.8482,-87.6521,anonymous,EN,1,1,60712d937752fb8780e89951,,,,,5,4|5|2|1|3,7,2,2|1,1.725,9.901,12.144,4,4,6|4|5|7|1|2|3,1,3|5|2|1|4,4.751,28.428,30.141,5,2,1,5|3|1|2|4,1.832,12.11,12.987,4,23,18|19|20|23|17|22|21,1,3|2|5|4|1,3,5|1|2|3|4,1,3|5|2|1|4,3,3|4|2|5|1,1,4|5|1|2|3,4.4,1.77,3.7,2.43,2|5|1|3,1,4|6|1|2|5|3,1988,5,4,3|1|2|5|4,1,1|2|4|3,1,1|2|7|4|6|5|3,5,It was fun,No_video,Google_default,google_default
2023-07-13 19:45:07,2023-07-13 19:55:48,0,166.199.8.49,100,641,1,2023-07-13 19:55:49,R_1medMIqPNbJ679n,,,,,47.6034,-122.3414,anonymous,EN,0.8999999761581421,1,64559feafbddb5f11010b973,,,,,5,5|4|3|1|2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,,
2023-07-13 19:47:39,2023-07-13 19:55:52,0,76.118.244.136,100,492,1,2023-07-13 19:55:52,R_3fjDf257rtVFZ6O,,,,,42.0508,-72.5672,anonymous,EN,1,1,5da35e177f1f7d001405f60b,,,,,5,5|2|3|1|4,7,2,2|1,24.051,27.412,29.123,2,4,2|1|5|3|4|6|7,1,1|4|2|5|3,46.607,61.813,63.152,2,2,1,5|1|2|4|3,37.584,44.565,58.816,2,17,20|19|22|17|21|18|23,1,3|4|1|2|5,3,4|5|3|1|2,1,1|5|2|3|4,3,1|5|4|2|3,1,2|1|4|5|3,4.95,3.62,1.22,1.68,2|5|1|3,1,5|2|3|4|1|6,1971,4,2,5|1|4|2|3,2,2|3|1|4,1,5|4|7|6|3|1|2,5,"I used to use Yahoo, but ever since getting Chrome, I have exclusively used Google and deem it to be the best there is. Thank you and best of luck in your thesis! :)",No_video,Google_default,google_default
2023-07-13 19:42:37,2023-07-13 19:55:53,0,76.192.101.167,100,795,1,2023-07-13 19:55:53,R_2dAYeyCoMM8bq2Y,,,,,32.9247,-96.8917,anonymous,EN,1,1,6478e9af7d038af16d294843,,,,,5,5|4|2|1|3,7,2,2|1,24.344,29.58,30.801,3,4,6|7|2|1|3|4|5,1,2|5|4|1|3,38.895,42.719,45.949,3,1,1,3|4|5|1|2,55.486,59.09,60.155,3,17,18|20|23|22|19|21|17,1,2|4|5|1|3,3,3|1|5|2|4,1,3|1|2|5|4,3,1|2|3|4|5,1,4|3|5|2|1,5,5,1,4,1|5|2|3,"1,3,5",5|6|1|2|4|3,1962,4,3,1|2|3|5|4,2,4|2|1|3,1,6|7|1|3|4|5|2,5,,Video,Google_default,google_default
2023-07-13 19:45:24,2023-07-13 19:55:54,0,69.213.191.116,100,630,1,2023-07-13 19:55:54,R_31a9CSavFqUq87B,,,,,32.7185,-97.1432,anonymous,EN,1,1,5d4c7ac3e8ec490018b0050d,,,,,5,2|4|5|3|1,7,2,1|2,26.288,31.688,32.994,2,4,4|6|3|7|2|1|5,1,2|3|5|4|1,38.954,41.292,42.524,2,2,1,3|5|1|4|2,9.045,36.802,38.038,3,23,22|18|21|19|23|20|17,1,3|2|4|1|5,3,3|4|5|2|1,1,5|2|4|3|1,3,1|3|5|4|2,1,4|2|3|5|1,3.82,2.38,3.12,3.12,1|5|3|2,1,2|6|1|3|5|4,1958,3,4,4|2|5|1|3,2,2|3|1|4,6,6|3|7|5|1|4|2,5,I guess we stick with what has become most familiar,Video,Google_default,google_default
2023-07-13 19:48:14,2023-07-13 19:55:55,0,174.85.112.246,100,460,1,2023-07-13 19:55:55,R_2YLZm8L7nAO6kvg,,,,,37.5234,-120.8517,anonymous,EN,1,1,5b2fda4e530770000105a60a,,,,,5,1|5|3|4|2,7,2,2|1,28.079,39.638,41.107,5,4,2|1|5|3|4|6|7,1,4|1|2|3|5,33.158,37.584,42.569,3,2,1,4|1|3|5|2,39.271,42.684,43.478,4,23,20|23|19|22|17|18|21,1,1|3|2|5|4,3,1|5|4|2|3,1,5|3|2|1|4,3,4|1|2|3|5,1,5|1|4|3|2,5,1.33,1.98,3,1|2|5|3,"1,2,3,5",2|4|1|3|6|5,1993,4,3,1|5|3|2|4,1,4|3|2|1,1,4|2|7|6|1|5|3,5,"I usually do because others don't work the same and are such a headache to use and don't give the proper search results, like bing. ",No_video,Google_default,google_default
2023-07-13 19:43:47,2023-07-13 19:56:52,0,96.19.222.128,100,785,1,2023-07-13 19:56:52,R_2s4rKueXTwRNPOu,,,,,42.5231,-96.396,anonymous,EN,0.8999999761581421,1,638fdf87700dd1228bade2e1,,,,,5,4|2|1|3|5,7,2,2|1,7.822,16.51,18.349,6,4,3|7|1|6|4|5|2,1,1|4|3|2|5,7.218,18.764,19.965,7,2,1,5|2|4|3|1,2.29,9.891,11.077,4,23,22|23|19|20|17|18|21,1,5|4|3|2|1,3,3|5|2|1|4,1,4|1|5|3|2,3,5|1|4|2|3,1,1|5|3|2|4,5,,,,5|3|1|2,"1,3,5",3|4|5|6|2|1,1953,5,3,5|3|4|2|1,1,1|4|3|2,1,6|2|3|7|5|4|1,4,no,No_video,Google_default,google_default
2023-07-13 19:40:29,2023-07-13 19:56:58,0,216.206.129.28,100,988,1,2023-07-13 19:56:58,R_3HMKCnHJPslkyuZ,,,,,36.8633,-87.4848,anonymous,EN,1,1,5ddd2a4459b1b0c7509c7a47,,,,,5,3|5|1|4|2,7,2,2|1,25.677,27.526,31.75,2,4,7|4|1|6|5|2|3,2,2|4|1|3|5,58.837,62.037,63.444,2,1,2,3|5|4|1|2,8.177,108.844,110.833,3,19,23|21|22|20|17|19|18,2,2|3|1|4|5,3,4|3|2|1|5,2,1|2|4|5|3,3,4|2|5|1|3,2,5|3|1|2|4,4.57,5,4,4.03,2|3|5|1,"1,3",5|3|6|2|4|1,1975,2,5,3|4|5|2|1,1,3|4|2|1,1,6|2|7|5|4|3|1,5,"Bing is my preferred search engine and the main one I used for this survey. ",Video,Bing_default,
2023-07-13 19:42:34,2023-07-13 19:57:18,0,96.40.54.184,100,883,1,2023-07-13 19:57:18,R_3EZrfNqIrZ0ePro,,,,,30.1294,-95.4238,anonymous,EN,0.8999999761581421,1,62a74fec726aac54b9e43d75,,,,,5,3|5|4|2|1,7,2,2|1,6.112,43.516,46.122,4,4,2|7|3|4|1|5|6,1,5|4|3|2|1,5.692,59.796,61.586,6,2,1,3|5|4|1|2,4.372,24.13,30.225,4,23,21|17|20|19|23|22|18,1,3|2|4|5|1,3,5|4|3|1|2,1,1|5|2|4|3,3,3|1|4|5|2,1,3|4|2|1|5,2.5,2.5,4,1.33,2|1|3|5,"1,2,3",6|4|2|3|1|5,1958,4,3,1|2|5|3|4,1,3|1|2|4,7,7|2|5|6|4|1|3,5,,Video,Google_default,google_default
2023-07-13 19:48:04,2023-07-13 19:57:23,0,72.35.109.50,100,559,1,2023-07-13 19:57:24,R_3PC47kzH78gOjXY,,,,,61.5883,-149.3959,anonymous,EN,1,1,644a9d92849b27eb99202a91,,,,,5,3|5|2|1|4,7,2,1|2,20.361,27.376,30.363,2,4,7|5|2|4|1|3|6,1,4|1|3|5|2,20.058,50.482,51.484,4,2,1,4|2|3|1|5,11.937,43.962,44.963,4,23,18|22|17|19|21|20|23,1,5|3|4|2|1,3,2|1|3|5|4,1,2|1|4|5|3,3,4|3|2|5|1,1,3|1|2|5|4,3.43,1.43,4.47,2.6,2|3|1|5,"1,2,6",1|6|3|5|2|4,1967,3,4,4|2|3|1|5,2,3|1|2|4,1,2|6|3|1|5|4|7,5,I stuck to the search engine that was assigned by default,Video,Google_default,google_default
2023-07-13 19:36:39,2023-07-13 19:58:10,0,174.110.31.39,100,1291,1,2023-07-13 19:58:10,R_3nrAmTgVEbehZJU,,,,,35.0276,-78.9709,anonymous,EN,1,1,5c6fb7c3c114eb00018b3154,,,,,5,2|5|4|1|3,7,2,2|1,20.81,25.242,28.451,3,4,3|6|4|1|7|2|5,2,2|3|5|1|4,15.039,130.845,132.713,4,7,2,5|1|3|2|4,5.66,208.099,208.659,6,23,19|22|21|23|17|18|20,2,5|2|1|3|4,3,3|4|5|2|1,2,2|1|3|5|4,3,5|3|4|2|1,2,2|5|3|4|1,4.67,3.33,3.1,3.4,5|2|1|3,"1,3",2|1|5|3|4|6,1992,3,2,2|4|1|3|5,1,2|1|3|4,2,3|4|6|1|7|2|5,5,N/A,Video,Bing_default,
2023-07-13 19:53:32,2023-07-13 19:58:36,0,107.12.245.230,100,303,1,2023-07-13 19:58:36,R_3KpbWJV1ElLEKfb,,,,,34.7542,-76.9069,anonymous,EN,0.8999999761581421,1,5dcf4136cf8e7e086ea019e4,,,,,5,5|1|2|4|3,7,2,1|2,13.711,18.166,19.225,2,4,4|7|1|2|5|3|6,1,5|4|3|1|2,6.49,44.466,45.407,3,2,1,1|4|5|2|3,4.695,25.085,26.351,3,23,21|18|19|22|23|17|20,1,3|4|5|1|2,3,4|3|2|1|5,1,2|1|4|5|3,3,1|2|5|4|3,1,5|4|1|3|2,5,4,1,2,3|5|2|1,1,2|3|6|5|1|4,1967,4,3,4|2|5|3|1,2,3|1|2|4,1,6|2|3|4|5|7|1,5,"Google was assigned by default, but it also happens to be my personal default search engine",No_video,Google_default,google_default
2023-07-13 19:52:01,2023-07-13 19:58:51,0,67.182.89.11,100,409,1,2023-07-13 19:58:51,R_6LOej2mOeEXPu1P,,,,,38.581,-121.4939,anonymous,EN,0.800000011920929,1,5c9914f616743e0016280d64,,,,,5,4|3|1|5|2,7,2,2|1,9.639,34.482,37.653,4,4,2|4|5|1|3|6|7,1,5|4|3|2|1,4.665,29.93,31.389,4,2,1,1|3|5|4|2,4.292,91.87,93.313,4,23,20|22|23|18|19|21|17,1,2|3|1|4|5,3,1|3|5|2|4,1,5|1|3|4|2,3,5|2|3|4|1,1,1|2|5|4|3,5,0.83,0.86,0.93,3|2|1|5,1,5|3|2|4|1|6,1995,5,2,5|2|3|4|1,2,4|1|3|2,1,6|3|4|1|7|5|2,5,thanks,No_video,Google_default,google_default
2023-07-13 19:45:48,2023-07-13 19:58:54,0,67.249.219.171,100,785,1,2023-07-13 19:58:54,R_2bUFU9neCZW6jou,,,,,44.3229,-69.9576,anonymous,EN,1,1,5a84f454ae9a0b0001a9e4e5,,,,,5,4|1|2|5|3,7,2,1|2,13.731,26.393,32.062,2,4,1|7|2|6|3|4|5,2,2|5|3|1|4,102.954,109.382,114.527,2,1,2,5|1|4|3|2,7.814,163.23,166.256,7,23,22|18|19|23|20|21|17,2,5|1|3|2|4,3,5|4|3|2|1,2,3|4|1|5|2,3,2|3|4|1|5,2,3|5|4|2|1,4.53,4.37,3.6,3,1|5|2|3,"1,3",1|4|3|6|5|2,1976,4,3,1|2|3|5|4,1,2|1|3|4,1,6|3|1|7|2|4|5,5,"I have bing set as my default in my browser and do most of my searches from the URL bar, so that is why I switched to Bing. ",Video,Google_default,google_default
2023-07-13 19:47:47,2023-07-13 19:59:42,0,24.186.99.237,100,715,1,2023-07-13 19:59:42,R_3JjT08s3dfJDMWc,,,,,40.3496,-74.2849,anonymous,EN,1,1,5d49a0b751695e0001a188a8,,,,,5,1|3|2|5|4,7,2,1|2,24.431,34.044,35.291,2,4,2|3|6|5|7|4|1,2,4|1|2|5|3,7,56.985,58.38,2,2,2,2|3|4|5|1,94.869,97.073,98.302,2,17,21|20|19|23|17|18|22,2,4|3|1|2|5,3,3|4|2|1|5,2,1|5|3|4|2,3,2|3|4|1|5,2,1|3|5|2|4,4.53,4.5,2.27,3.43,3|5|1|2,"1,3,5",6|2|4|1|3|5,1964,4,3,2|5|3|4|1,2,1|2|4|3,1,1|3|4|2|6|7|5,5,Thats exactly what I did,Video,Bing_default,
